Profil source;Profil compare;Rang;Score global;Similarite contenu;Similarite moyenne questions;Similarite lexicale;Similarite longueur;Similarite emotionnelle;Question la plus proche;Similarite question la plus proche;Sentiment source;Sentiment compare;Score sentiment source;Score sentiment compare;Reponse source - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse compare - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse source - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse compare - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse source - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;Reponse compare - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?
Maxence;Tiffany;5;73.71;74.18;77.85;66.67;43.78;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;96.45;4 stars;4 stars;0.493;0.411;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;"""Il était une fois, moi""
Titre simple et explicite.";La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;Vivre dans l'époque de la Grèce antique. J'aime la mythologie grecque, les histoires sur les Dieux grecques..;Être capable de parler toutes les langues et dialectes du monde.;Parler toutes les langues du monde.
Maxence;Cyrille;6;72.85;71.59;66.3;91.18;46.76;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;75.56;4 stars;4 stars;0.493;0.363;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;"Titre :Une vie, une aventure. 
Pourquoi: vivre la vie comme une aventure permet de se lever de bonne humeur chaque jour en espérant vivre chaque jour comme une aventure .";La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;"Certainement époque coloniale.
Pour un espace de liberté de découverte et d’aventure.";Être capable de parler toutes les langues et dialectes du monde.;Pilote d’avion
Maxence;Dad’;7;71.88;68.94;66.45;82.57;58.65;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;70.8;4 stars;4 stars;0.493;0.387;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;« La vie : un long fleuve tranquille ». C’est la première chose qui m’est venue à l’esprit. J’ai laissé passer quelques heures mais je suis revenue à ce titre. Alors, le mot « long » est déjà un indice 😉. Et le fleuve est toujours en mouvement, il avance constamment et traverse moults belles aventures, parfois calmes, parfois agitées. Mais « tranquille » donne la tonalité majeure 😃;La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;Moyen-âge 😅😅😅. J’ai du y vivre dans une vie antérieure et j’en ai gardé quelques mots de vocabulaire 😅;Être capable de parler toutes les langues et dialectes du monde.;Don d’ubiquité (peut-être….)
Maxence;Emilie;8;71.83;71.96;71.66;83.46;56.76;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;77.77;4 stars;5 stars;0.493;0.41;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;Être capable de parler toutes les langues et dialectes du monde.;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Maxence;Sullyvan;9;71.04;69.82;73.02;83.78;56.49;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;80.03;4 stars;5 stars;0.493;0.593;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;Sully le Magnifique. De l’ego et un zeste d’humilité parce que c’était pas toujours classe. Mais ça mettrait en avant une vie pleine de pleins de choses.;La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;"Époque de Louis 14 le roi soleil en étant le roi bien évidemment. Mais en vrai notre époque de maintenant je la trouve vraiment pas mal. 
La préhistoire me branche aussi parce que pas besoin de travailler, juste vivre.";Être capable de parler toutes les langues et dialectes du monde.;Apprendre et maitriser un langage (langue, informatique, morse, toute sorte de langage)
Maxence;Guillaume;10;70.44;66.76;67.41;93.68;67.03;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;78.11;4 stars;5 stars;0.493;0.534;Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;« Fatalement moi » parce que même quand je suis maladroit, que je fais des erreurs ou que je dois rectifier mon comportement, inéluctablement, je recommence et persiste dans ma connerie;La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;« Le futur » parce que soyons honnêtes l’humanité a fait des sacrées erreurs dans le passé, parce que le monde d’aujourd’hui on y est donc je veux voir autre chose et le futur parce que avec un peu de chance on aura suffisamment évoluer pour voir et comprendre le passé, en faire un jeu en VR et du coup ça ferai un peu du All Inclusive intergénérationnel;Être capable de parler toutes les langues et dialectes du monde.;Les langues les plus parlées dans le monde, parce que y a encore des continents ou même parler anglais ça suffit pas
Yann;Guillaume;1;83.79;81.32;73.69;93.65;90.27;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;86.8;5 stars;5 stars;0.525;0.534;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);« Fatalement moi » parce que même quand je suis maladroit, que je fais des erreurs ou que je dois rectifier mon comportement, inéluctablement, je recommence et persiste dans ma connerie;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;« Le futur » parce que soyons honnêtes l’humanité a fait des sacrées erreurs dans le passé, parce que le monde d’aujourd’hui on y est donc je veux voir autre chose et le futur parce que avec un peu de chance on aura suffisamment évoluer pour voir et comprendre le passé, en faire un jeu en VR et du coup ça ferai un peu du All Inclusive intergénérationnel;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Les langues les plus parlées dans le monde, parce que y a encore des continents ou même parler anglais ça suffit pas
Yann;Emilie;2;79.03;74.39;71.1;96.12;80.0;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;81.98;5 stars;5 stars;0.525;0.41;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Yann;Lexi;3;78.59;75.9;69.55;95.56;96.76;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;75.08;5 stars;4 stars;0.525;0.495;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);«  les aléas du direct » parce que ma vie change au grès du direct 😅 je sais rarement où je vais ou ce que je vais faire. Je me laisse porter en fonction de mes envies et de mes opportunité.;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Je ne pense pas que je voudrais vivre dans une époque différente. Déjà parce que même à notre époque la place des femmes n’est pas toujours idyllique. Vivre dans une autre époque ok mais en choisissant mon sexe biologique et mon statue sociale à la rigueur. Mais sinon, en l’état cette époque me convient très bien ! Par contre faire un saut dans le temps de quelques jours pour observer … autour de 2,8 millions d’années ça m’irait bien !;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Parler plusieurs langues ! Je trouve ça formidable de pouvoir communiquer largement avec le monde. Et pourquoi pas inclure dans le « plusieurs langues »être capable de comprendre le langage de d’autres animaux aussi et même celui des machines (plusieurs langages informatiques). Bref un truc autour des langues / langages.
Yann;Lua;4;78.49;77.03;67.85;93.65;95.41;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;70.23;5 stars;4 stars;0.525;0.364;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Vivre avec 600 passions débordantes, la joie des hyperfocus et des nouveaux loisirs créatifs tous les mois;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;D’un point de vue purement esthétique et basé sur le travail manuel féminin, je dirais l’époque victorienne ou edwardienne. J’aurais aimé vivre ces époques de découverte scientifique, architecture, de mode. Par contre je pense que je n’aurais pas supporté le manque de droits sociaux notamment de droits des femmes. Par rapport à ces droits j’aurais aimé vivre dans la deuxième moitié du 20 eme siècle avec le militantisme féministe, la reconstruction après la guerre, l’économie florissante.;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;J’aimerais apprendre des nouvelles langues instantanément. Je trouve que le fait de parler plusieurs langues permet de découvrir le monde différemment de rencontrer des nouvelles personnes et que c’est un vrai atout professionnel. Et même si j’ai des facilités d’apprentissage, j’oublie souvent une langue pour en apprendre une autre. Donc j’aimerais pouvoir apprendre instantanément des nouvelles langues garder les ancienne et pouvoir communiquer avec le plus de monde.
Yann;Camille;5;77.29;73.84;63.0;98.24;79.46;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;66.32;5 stars;5 stars;0.525;0.388;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Les amitiés incroyables, parce qu’on s’entourent de personnes qu’on aiment , qu’il y a des hauts et des bas dans toutes les amitiés mais la finalité c’est qu’on est toujours là les uns pour les autres. Oui c’est un peu nian-nian mais laisser moi rêver un peu !;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Dans les années 90-2000 mais en étant déjà adulte , parce qu’on va pas se mito les sons étaient quand meme pas mal !;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Me téléporter
Yann;Matthieu;6;76.69;70.22;65.72;98.13;86.22;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;69.18;5 stars;5 stars;0.525;0.402;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);"""Dans la vie d'un père presque parfait"" ,voilà le titre de mon film. Parce que personne n'est parfait mais ont avance chacun avec nos erreurs et essayons de les corriger avec le temps. Être père c'est aussi apprendre Jours après jours à élever nos enfants de ce que l'on pense être la meilleure des façons.";Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;"A l'époque de la seconde querre mondiale, pourquoi ?
Pour pouvoir défendre mon pays et mes prochains face a ce monde de fou.";La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Voir dans l'avenir, pour pouvoir protéger ma famille et mes proches de tout problèmes éventuels. Que ce soit maladie,catastrophe ou autres.
Yann;Sullyvan;7;76.57;72.5;63.51;96.44;79.73;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;70.0;5 stars;5 stars;0.525;0.593;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Sully le Magnifique. De l’ego et un zeste d’humilité parce que c’était pas toujours classe. Mais ça mettrait en avant une vie pleine de pleins de choses.;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;"Époque de Louis 14 le roi soleil en étant le roi bien évidemment. Mais en vrai notre époque de maintenant je la trouve vraiment pas mal. 
La préhistoire me branche aussi parce que pas besoin de travailler, juste vivre.";La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Apprendre et maitriser un langage (langue, informatique, morse, toute sorte de langage)
Yann;Dad’;8;76.14;75.93;64.8;95.23;81.89;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;69.78;5 stars;4 stars;0.525;0.387;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);« La vie : un long fleuve tranquille ». C’est la première chose qui m’est venue à l’esprit. J’ai laissé passer quelques heures mais je suis revenue à ce titre. Alors, le mot « long » est déjà un indice 😉. Et le fleuve est toujours en mouvement, il avance constamment et traverse moults belles aventures, parfois calmes, parfois agitées. Mais « tranquille » donne la tonalité majeure 😃;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Moyen-âge 😅😅😅. J’ai du y vivre dans une vie antérieure et j’en ai gardé quelques mots de vocabulaire 😅;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Don d’ubiquité (peut-être….)
Yann;Cyrille;9;75.1;74.81;67.87;96.15;70.0;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;71.89;5 stars;4 stars;0.525;0.363;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);"Titre :Une vie, une aventure. 
Pourquoi: vivre la vie comme une aventure permet de se lever de bonne humeur chaque jour en espérant vivre chaque jour comme une aventure .";Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;"Certainement époque coloniale.
Pour un espace de liberté de découverte et d’aventure.";La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Pilote d’avion
Yann;Maxence;10;74.52;74.32;67.24;87.34;76.76;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;73.84;5 stars;4 stars;0.525;0.493;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Le documentaire s’intitulerait : « il était une fois », un titre simple et efficace, empruntant les codes de la littérature et qui invite par sa formulation à l’imagination et à de multiples histoires et une grande Histoire. Mon documentaire serait à la croisée d’un recueil de poèmes pour mon côté romantique et littéraire, et d’un roman d’aventure épique et fantastique, à la fois pour exprimer mon engouement pour les univers fantastiques et médiévaux, emprunts de magie, de dragons, de princes chevalier et d’imagination mais aussi pour le côté classique du roman avec des rencontres amicales incroyables, des milliers de péripéties, des centaines de dénouements, des fins plus ou moins heureuses. Mais surtout une vie bien remplies par des expériences hors du commun. L’univers musicale du documentaire serait parsemé de comédie musicale et de nocturne de De Bussy. S’il devait être chapitré, le premier chapitre serait : epicure n’a qu’à bien se tenir, je profites de la vie de chaque expériences, je suis passionné par tout et son contraire, j’aime le désordre dans l’ordre et la vie de manière générale. Le dernier chapitre du documentaire serait « to be continued » parcequil y a encore de belles histoires à vivre.;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;La renaissance ou le siècle des lumières. Deux époques avec des révolutions sociales, artistiques et culturelles. Et beaucoup plus d’hygiène qu’au moyen âge.;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).;Être capable de parler toutes les langues et dialectes du monde.
Clara;Cyrille;1;72.24;68.85;62.45;82.8;95.41;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;71.21;5 stars;4 stars;0.218;0.363;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;"Titre :Une vie, une aventure. 
Pourquoi: vivre la vie comme une aventure permet de se lever de bonne humeur chaque jour en espérant vivre chaque jour comme une aventure .";A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;"Certainement époque coloniale.
Pour un espace de liberté de découverte et d’aventure.";Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Pilote d’avion
Clara;Emilie;2;71.97;62.28;61.61;90.52;94.59;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;75.19;5 stars;5 stars;0.218;0.41;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Clara;Lou;3;70.68;59.84;57.96;93.87;97.84;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;63.16;5 stars;5 stars;0.218;0.414;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle
